Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,PK,PKatt,Sh,SoT,FK,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
11,Afriyie Acquah\Afriyie-Acquah,gh GHA,MF,Empoli,it Serie A,26,1992,16.8,0.12,0.00,0.00,1.37,0.42,0.00,30.4,1.37,0.42,0.09,0.29,0.08,0.08,0.06,0.04,0.04,Matches
12,Tyler Adams\Tyler-Adams,us USA,MF,RB Leipzig,de Bundesliga,19,1999,8.0,0.00,0.00,0.00,0.38,0.13,0.00,33.3,0.37,0.12,0.00,0.00,0.03,0.03,0.06,-0.03,-0.03,Matches
13,Antonio Adán\Antonio-Adan,es ESP,GK,Atlético Madrid,es La Liga,31,1987,1.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
14,Aday\Aday,es ESP,DFMF,Girona,es La Liga,30,1987,7.2,0.00,0.00,0.00,1.25,0.42,0.28,33.3,1.26,0.42,0.00,0.00,0.03,0.03,0.02,-0.03,-0.03,Matches
15,Khaled Adénon\Khaled-Adenon,bj BEN,DF,Amiens,fr Ligue 1,33,1985,22.2,0.00,0.00,0.00,0.50,0.00,0.00,0.0,0.50,0.00,0.00,,0.04,0.04,0.08,-0.04,-0.04,Matches
16,Claud Adjapong\Claud-Adjapong,it ITA,MFDF,Sassuolo,it Serie A,20,1998,3.0,0.33,0.00,0.00,1.00,0.33,0.00,33.3,1.00,0.33,0.33,1.00,0.13,0.13,0.14,0.20,0.20,Matches
17,Yacine Adli\Yacine-Adli,fr FRA,MFFW,Bordeaux,fr Ligue 1,18,2000,2.4,0.00,0.00,0.00,0.42,0.00,0.00,0.0,0.42,0.00,0.00,,0.00,0.00,0.02,0.00,0.00,Matches
18,Ali Adnan Kadhim\Ali-Adnan-Kadhim,iq IRQ,MFDF,Atalanta,it Serie A,24,1993,1.8,0.00,0.00,0.00,1.67,0.00,0.00,0.0,1.63,0.00,0.00,,0.11,0.11,0.06,-0.11,-0.11,Matches
19,Aritz Aduriz\Aritz-Aduriz,es ESP,FW,Athletic Club,es La Liga,37,1981,10.5,0.19,0.19,0.19,1.33,0.67,0.00,50.0,1.34,0.67,0.00,0.00,0.30,0.15,0.11,-0.10,-0.15,Matches
20,Luis Advíncula\Luis-Advincula,pe PER,DF,Rayo Vallecano,es La Liga,28,1990,26.5,0.04,0.00,0.00,0.64,0.19,0.00,29.4,0.64,0.19,0.06,0.20,0.04,0.04,0.06,0.00,0.00,Matches
21,Martin Agirregabiria\Martin-Agirregabiria,es ESP,DF,Alavés,es La Liga,22,1996,22.6,0.00,0.00,0.00,0.09,0.00,0.00,0.0,0.09,0.00,0.00,,0.01,0.01,0.08,-0.01,-0.01,Matches
22,Nayef Aguerd\Nayef-Aguerd,ma MAR,DF,Dijon,fr Ligue 1,22,1996,11.7,0.26,0.00,0.00,0.85,0.34,0.00,40.0,0.86,0.34,0.30,0.75,0.13,0.13,0.15,0.13,0.13,Matches
23,Sergio Agüero\Sergio-Aguero,ar ARG,FW,Manchester City,eng Premier League,30,1988,27.3,0.77,0.07,0.07,4.32,1.50,0.11,34.7,4.32,1.50,0.16,0.46,0.74,0.69,0.16,0.03,0.01,Matches
24,Ruben Aguilar\Ruben-Aguilar,fr FRA,DFMF,Montpellier,fr Ligue 1,25,1993,28.1,0.04,0.00,0.00,0.46,0.14,0.00,30.8,0.46,0.14,0.08,0.25,0.03,0.03,0.06,0.01,0.01,Matches
25,Juan Aguilera\Juan-Aguilera,es ESP,MF,Huesca,es La Liga,32,1985,3.8,0.00,0.00,0.00,0.79,0.26,0.00,33.3,0.78,0.26,0.00,0.00,0.13,0.13,0.15,-0.13,-0.13,Matches
26,Emmanuel Agyemang-Badu\Emmanuel-Agyemang-Badu,gh GHA,MF,Udinese,it Serie A,27,1990,1.8,0.00,0.00,0.00,1.67,0.00,0.00,0.0,1.68,0.00,0.00,,0.17,0.17,0.10,-0.17,-0.17,Matches
27,Jean-Eudes Aholou\Jean-Eudes-Aholou,ci CIV,MF,Monaco,fr Ligue 1,24,1994,11.9,0.00,0.00,0.00,1.18,0.25,0.00,21.4,1.17,0.25,0.00,0.00,0.06,0.06,0.05,-0.06,-0.06,Matches
28,Antonis Aidonis\Antonis-Aidonis,de GER,DF,Stuttgart,de Bundesliga,17,2001,0.9,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
29,Ola Aina\Ola-Aina,ng NGA,DFMF,Torino,it Serie A,21,1996,24.0,0.04,0.00,0.00,1.04,0.25,0.00,24.0,1.04,0.25,0.04,0.17,0.07,0.07,0.07,-0.03,-0.03,Matches
30,Youssef Aït Bennasser\Youssef-Ait-Bennasser,ma MAR,MF,Saint-Étienne,fr Ligue 1,22,1996,10.4,0.00,0.00,0.00,0.67,0.00,0.00,0.0,0.67,0.00,0.00,,0.02,0.02,0.03,-0.02,-0.02,Matches
31,Youssef Aït Bennasser\Youssef-Ait-Bennasser,ma MAR,MF,Monaco,fr Ligue 1,22,1996,11.9,0.00,0.00,0.00,0.84,0.08,0.00,10.0,0.84,0.08,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,Matches
32,Rayan Aït Nouri\Rayan-Ait-Nouri,fr FRA,DF,Angers,fr Ligue 1,17,2001,0.6,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
33,Ludovic Ajorque\Ludovic-Ajorque,re REU,FW,Strasbourg,fr Ligue 1,24,1994,17.0,0.53,0.00,0.00,2.76,1.00,0.12,36.2,2.76,1.00,0.19,0.53,0.32,0.32,0.12,0.21,0.21,Matches
34,Manuel Akanji\Manuel-Akanji,ch SUI,DF,Dortmund,de Bundesliga,23,1995,24.5,0.04,0.00,0.00,0.37,0.08,0.00,22.2,0.37,0.08,0.11,0.50,0.03,0.03,0.09,0.01,0.01,Matches
35,Carlos Akapo\Carlos-Akapo,gq EQG,DF,Huesca,es La Liga,25,1993,11.4,0.00,0.00,0.00,0.70,0.18,0.00,25.0,0.70,0.18,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches
36,Nathan Aké\Nathan-Ake,nl NED,DF,Bournemouth,eng Premier League,23,1995,37.9,0.11,0.00,0.00,0.58,0.21,0.00,36.4,0.58,0.21,0.18,0.50,0.09,0.09,0.16,0.01,0.01,Matches
37,Sergio Akieme\Sergio-Akieme,es ESP,DF,Rayo Vallecano,es La Liga,20,1997,2.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
38,Chadrac Akolo\Chadrac-Akolo,cd COD,MFFW,Stuttgart,de Bundesliga,23,1995,5.8,0.00,0.00,0.00,2.76,0.52,0.00,18.8,2.74,0.51,0.00,0.00,0.16,0.16,0.06,-0.16,-0.16,Matches
39,Kevin Akpoguma\Kevin-Akpoguma,de GER,DF,Hoffenheim,de Bundesliga,23,1995,5.5,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
40,Kevin Akpoguma\Kevin-Akpoguma,de GER,DF,Hannover 96,de Bundesliga,23,1995,3.5,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
41,David Alaba\David-Alaba,at AUT,DF,Bayern Munich,de Bundesliga,26,1992,28.1,0.11,0.00,0.00,1.67,0.57,0.57,34.0,1.67,0.57,0.06,0.19,0.08,0.08,0.05,0.03,0.03,Matches
