Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
1947,Ronaël Pierre-Gabriel\Ronael-Pierre-Gabriel,fr FRA,DF,Monaco,fr Ligue 1,20,1998,3.9,61.0,2.56,31.5,24.9,7.18,0.00,52.1,1.28,1.79,71.4,1.28,0,36.9,164.9,103.1,37.2,136,93.8,0.51,0.51,Matches
1948,Erik Pieters\Erik-Pieters,nl NED,DF,Amiens,fr Ligue 1,29,1988,14.0,66.3,4.29,18.1,34.1,16.7,0.64,52.3,0.64,1.21,52.9,0.79,2,33.2,164.6,92.6,30.8,405,94.0,0.93,0.79,Matches
1949,Tomás Pina Isla\Tomas-Pina-Isla,es ESP,MF,Alavés,es La Liga,30,1987,26.0,49.6,2.81,12.1,33.0,6.85,0.85,49.1,0.50,0.73,68.4,0.54,1,31.2,133.4,56.3,32.3,752,89.5,0.38,0.65,Matches
1950,Andrea Pinamonti\Andrea-Pinamonti,it ITA,FW,Frosinone,it Serie A,19,1999,18.1,34.8,0.83,3.37,17.0,16.2,4.53,34.1,0.88,1.66,53.3,0.94,1,23.7,120.6,49.7,50.1,467,51.5,2.38,1.66,Matches
1951,Carlo Pinsoglio\Carlo-Pinsoglio,it ITA,GK,Juventus,it Serie A,28,1990,1.0,37.0,36.0,37.0,0.00,0.00,0.00,23.0,0.00,0.00,,0.00,0,15.0,80.0,36.0,14.0,14,100.0,0.00,0.00,Matches
1952,Virgile Pinson\Virgile-Pinson,fr FRA,FW,Reims,fr Ligue 1,22,1996,0.1,50.0,0.00,0.00,10.0,50.0,10.0,50.0,0.00,0.00,,0.00,0,50.0,190.0,0.00,60.0,3,50.0,0.00,0.00,Matches
1953,Lenny Pintor\Lenny-Pintor,fr FRA,FW,Lyon,fr Ligue 1,17,2000,0.0,1,0,0,0,1,0,1,0,0,,0,0,1,3,0,2,1,50.0,0,0,Matches
1954,Gerard Piqué\Gerard-Pique,es ESP,DF,Barcelona,es La Liga,31,1987,35.0,78.9,11.0,40.5,41.3,2.69,0.91,76.8,0.46,0.60,76.2,0.46,0,54.7,324.5,191.6,56.1,1889,96.2,0.31,0.26,Matches
1955,Facundo Píriz\Facundo-Piriz,uy URU,MF,Montpellier,fr Ligue 1,28,1990,1.3,60.0,4.62,15.4,38.5,9.23,0.77,57.7,1.54,1.54,100.0,1.54,0,31.5,142.3,43.8,36.9,41,85.4,1.54,2.31,Matches
1956,Fabio Pisacane\Fabio-Pisacane,it ITA,DF,Cagliari,it Serie A,32,1986,25.2,55.8,7.50,30.6,25.8,2.50,0.75,53.9,0.12,0.28,42.9,0.16,0,34.3,203.5,91.1,33.1,813,97.5,0.20,0.36,Matches
1957,Łukasz Piszczek\Lukasz-Piszczek,pl POL,DF,Dortmund,de Bundesliga,33,1985,19.5,80.2,4.51,21.0,47.7,16.6,1.44,70.5,0.56,0.92,61.1,0.56,1,49.0,271.7,143.2,50.8,941,95.0,0.46,0.77,Matches
1958,Claudio Pizarro\Claudio-Pizarro,pe PER,FW,Werder Bremen,de Bundesliga,39,1978,7.7,47.7,1.17,3.90,21.8,24.0,5.71,46.4,1.04,2.21,47.1,1.30,1,31.7,167.7,64.4,56.8,280,64.1,1.95,2.08,Matches
1959,Marko Pjaca\Marko-Pjaca,hr CRO,FWMF,Fiorentina,it Serie A,23,1995,8.3,42.4,0.72,4.46,17.1,23.9,5.06,41.7,1.93,4.22,45.7,2.17,1,33.6,230.1,152.9,41.1,262,76.8,2.29,2.05,Matches
1960,Miralem Pjanić\Miralem-Pjanic,ba BIH,MF,Juventus,it Serie A,28,1990,25.3,89.8,1.86,17.0,53.1,24.8,0.99,80.4,0.63,0.87,72.7,0.67,0,63.3,271.5,136.1,67.9,1628,94.8,0.55,0.83,Matches
1961,Carles Planas\Carles-Planas,es ESP,DFMF,Girona,es La Liga,27,1991,4.7,55.3,2.55,18.3,26.2,13.6,1.06,48.3,0.43,0.64,66.7,0.43,0,31.1,143.8,83.8,37.4,154,87.5,0.21,0.21,Matches
1962,Óscar Plano\Oscar-Plano,es ESP,MFFW,Valladolid,es La Liga,27,1991,29.9,41.4,1.10,6.49,20.9,16.9,2.88,39.8,0.94,1.54,60.9,1.07,0,28.9,191.0,91.2,37.5,791,70.6,1.87,1.37,Matches
1963,Jaroslav Plašil\Jaroslav-Plasil,cz CZE,MF,Bordeaux,fr Ligue 1,36,1982,16.0,66.5,1.75,15.2,43.9,12.7,0.69,64.6,0.63,0.81,76.9,0.69,0,46.9,251.8,127.3,48.9,731,93.4,0.75,0.69,Matches
1964,Marvin Plattenhardt\Marvin-Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,26,1992,21.4,61.4,3.22,15.7,31.8,17.2,0.61,48.2,0.56,0.84,66.7,0.61,0,36.4,206.3,122.1,36.6,712,90.9,0.65,0.70,Matches
1965,Stiven Plaza\Stiven-Plaza,ec ECU,FWMF,Valladolid,es La Liga,19,1999,0.4,22.5,0.00,2.50,10.0,10.0,0.00,22.5,0.00,0.00,,0.00,0,17.5,77.5,30.0,45.0,9,50.0,0.00,2.50,Matches
1966,Alassane Pléa\Alassane-Plea,fr FRA,FW,M'gladbach,de Bundesliga,25,1993,27.8,34.8,0.50,3.13,14.4,19.3,5.11,33.7,1.12,2.09,53.4,1.19,1,27.1,156.1,81.0,42.6,751,63.4,2.59,2.27,Matches
1967,Luca Plogmann\Luca-Plogmann,de GER,GK,Werder Bremen,de Bundesliga,18,2000,0.4,12.5,10.0,12.5,0.00,0.00,0.00,5.00,0.00,0.00,,0.00,0,5.00,37.5,37.5,0.00,0,,0.00,0.00,Matches
1968,Morgan Poaty\Morgan-Poaty,fr FRA,MF,Montpellier,fr Ligue 1,21,1997,1.0,60.0,3.00,14.0,33.0,20.0,0.00,54.0,3.00,5.00,60.0,3.00,0,45.0,332.0,183.0,42.0,39,92.9,1.00,0.00,Matches
1969,Paul Pogba\Paul-Pogba,fr FRA,MF,Manchester Utd,eng Premier League,25,1993,33.4,77.9,1.59,11.7,45.6,26.0,3.62,76.5,1.80,2.84,63.2,1.86,0,63.3,322.6,177.4,70.1,2075,88.6,2.22,2.31,Matches
1970,Denis-Will Poha\Denis-Will-Poha,fr FRA,MF,Rennes,fr Ligue 1,21,1997,0.3,53.3,0.00,6.67,33.3,20.0,0.00,53.3,0.00,0.00,,0.00,0,43.3,350.0,240.0,40.0,12,100.0,0.00,0.00,Matches
1971,Andrea Poli\Andrea-Poli,it ITA,MF,Bologna,it Serie A,28,1989,21.5,47.5,0.98,11.5,25.2,13.7,2.33,46.3,0.70,1.35,51.7,0.84,2,34.9,170.4,86.5,36.0,645,83.4,1.21,1.02,Matches
1972,Matteo Politano\Matteo-Politano,it ITA,FWMF,Inter,it Serie A,24,1993,28.3,63.2,0.49,5.27,23.3,40.2,4.17,57.3,1.59,2.90,54.9,1.77,0,48.4,387.8,228.5,56.1,1341,84.5,1.27,1.94,Matches
1973,Pierre-Yves Polomat\Pierre-Yves-Polomat,fr FRA,DFMF,Saint-Étienne,fr Ligue 1,24,1993,10.6,64.4,1.51,18.4,30.7,19.3,1.42,55.1,0.75,1.98,38.1,1.13,0,41.3,193.1,119.1,42.6,405,89.6,0.85,1.32,Matches
1974,Giacomo Poluzzi\Giacomo-Poluzzi,it ITA,GK,SPAL,it Serie A,30,1988,0.1,30.0,30.0,30.0,0.00,0.00,0.00,30.0,0.00,0.00,,0.00,0,20.0,30.0,0.00,20.0,2,100.0,0.00,0.00,Matches
1975,Pere Pons\Pere-Pons,es ESP,MF,Girona,es La Liga,25,1993,31.0,51.0,1.68,10.9,33.1,10.4,1.10,50.3,1.00,2.10,47.7,1.19,1,33.3,174.5,97.1,36.0,988,88.5,1.06,1.39,Matches
1976,Pedro Porro\Pedro-Porro,es ESP,DFMF,Girona,es La Liga,18,1999,24.6,62.5,2.64,17.4,29.9,20.0,1.63,52.5,1.67,3.05,54.7,1.91,2,40.4,272.9,180.4,38.5,823,87.0,1.46,1.18,Matches
1977,Manolo Portanova\Manolo-Portanova,it ITA,MF,Juventus,it Serie A,18,2000,0.4,42.5,2.50,10.0,30.0,7.50,2.50,42.5,2.50,5.00,50.0,2.50,1,30.0,192.5,110.0,27.5,9,81.8,0.00,5.00,Matches
1978,Francisco Portillo\Francisco-Portillo,es ESP,MFFW,Getafe,es La Liga,28,1990,22.2,46.8,0.50,5.68,23.9,21.1,1.40,45.6,2.03,3.47,58.4,2.07,0,39.4,209.8,100.1,43.3,751,78.1,1.26,2.57,Matches
1979,Portu\Portu,es ESP,FWMF,Girona,es La Liga,26,1992,31.3,33.7,0.13,2.75,15.2,18.7,4.60,33.1,1.12,2.36,47.3,1.34,2,26.6,187.3,115.8,44.3,804,57.9,2.20,2.30,Matches
1980,Stefan Posch\Stefan-Posch,at AUT,DF,Hoffenheim,de Bundesliga,21,1997,15.6,75.1,6.67,33.8,42.1,3.85,0.51,73.8,0.06,0.06,100.0,0.06,0,49.9,293.5,153.5,53.1,816,98.6,0.26,0.51,Matches
1981,Sergio Postigo\Sergio-Postigo,es ESP,DF,Levante,es La Liga,29,1988,16.1,40.9,7.64,22.5,19.5,1.37,0.75,39.4,0.12,0.19,66.7,0.12,0,21.2,120.6,74.8,20.2,315,96.6,0.25,0.12,Matches
1982,Yussuf Poulsen\Yussuf-Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,24,1994,27.2,45.1,1.10,2.83,23.4,21.7,5.04,44.4,1.18,2.43,48.5,1.25,4,28.1,152.0,84.5,60.7,955,57.9,4.04,2.17,Matches
1983,Maxime Poundjé\Maxime-Poundje,fr FRA,DF,Bordeaux,fr Ligue 1,25,1992,28.2,61.1,2.30,17.2,32.6,15.6,0.53,50.9,0.60,1.10,54.8,0.60,1,36.9,232.9,141.0,38.0,991,92.5,0.82,0.50,Matches
1984,Gaëtan Poussin\Gaetan-Poussin,fr FRA,GK,Bordeaux,fr Ligue 1,19,1999,1.0,37.0,31.0,36.0,1.00,0.00,0.00,18.0,0.00,0.00,,0.00,0,14.0,71.0,46.0,10.0,10,100.0,0.00,0.00,Matches
1985,José Pozo\Jose-Pozo,es ESP,MFFW,Rayo Vallecano,es La Liga,22,1996,18.0,53.9,0.72,7.00,31.5,21.7,2.56,52.7,3.17,4.61,68.7,3.44,0,47.7,340.3,205.2,50.3,765,84.5,2.00,3.17,Matches
1986,Dennis Praet\Dennis-Praet,be BEL,MF,Sampdoria,it Serie A,24,1994,32.1,69.2,2.18,12.2,36.7,25.1,2.37,66.5,1.65,2.68,61.6,1.71,2,53.1,268.4,146.8,55.8,1613,90.0,1.03,1.15,Matches
1987,Sanjin Prcić\Sanjin-Prcic,ba BIH,MF,Levante,es La Liga,24,1993,5.9,58.6,3.39,14.6,37.5,10.5,0.00,58.0,1.02,1.19,85.7,1.02,1,35.8,217.8,106.8,35.1,198,95.7,0.51,0.51,Matches
1988,Sanjin Prcić\Sanjin-Prcic,ba BIH,MF,Strasbourg,fr Ligue 1,24,1993,11.7,73.2,2.22,16.5,47.5,14.4,0.51,68.5,0.85,1.11,76.9,1.03,0,51.5,293.8,154.5,52.9,584,94.3,0.60,0.51,Matches
1989,Nicolas de Préville\Nicolas-de-Preville,fr FRA,FWMF,Bordeaux,fr Ligue 1,27,1991,14.1,53.7,1.63,7.52,27.6,24.2,3.26,50.1,2.13,4.11,51.7,2.55,1,39.2,325.2,174.4,47.4,509,76.2,2.84,3.19,Matches
1990,Edgar Prib\Edgar-Prib,de GER,MF,Hannover 96,de Bundesliga,28,1989,2.2,61.8,0.91,6.82,32.7,27.7,1.82,52.3,1.82,1.82,100.0,1.82,0,39.5,265.9,145.5,41.4,80,87.9,1.82,0.45,Matches
1991,Alex Pritchard\Alex-Pritchard,eng ENG,MFFW,Huddersfield,eng Premier League,25,1993,23.1,56.0,0.43,4.20,26.5,28.4,3.72,53.1,1.43,2.90,49.3,1.69,2,42.9,223.1,101.8,56.0,897,69.3,2.34,2.34,Matches
1992,Sebastian Prödl\Sebastian-Prodl,at AUT,DF,Watford,eng Premier League,31,1987,0.1,30.0,0.00,20.0,10.0,0.00,0.00,30.0,0.00,0.00,,0.00,0,30.0,280.0,10.0,30.0,3,100.0,0.00,0.00,Matches
1993,Quincy Promes\Quincy-Promes,nl NED,DFMF,Sevilla,es La Liga,26,1992,17.6,64.5,1.76,14.5,27.4,27.2,4.43,57.3,1.99,2.78,71.4,2.10,0,45.7,284.0,191.0,51.4,736,81.3,2.05,1.08,Matches
1994,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,eng Premier League,26,1991,28.3,54.0,1.77,12.3,33.2,12.0,1.48,53.5,1.27,1.84,69.2,1.41,0,37.6,209.6,99.5,39.2,975,88.0,1.20,0.99,Matches
1995,Silvio Proto\Silvio-Proto,be BEL,GK,Lazio,it Serie A,35,1983,2.0,36.0,34.0,36.0,0.00,0.00,0.00,23.0,0.00,0.00,,0.00,0,16.0,82.0,36.0,15.0,30,100.0,0.00,0.00,Matches
1996,Ivan Provedel\Ivan-Provedel,it ITA,GK,Empoli,it Serie A,24,1994,16.0,33.1,31.4,33.1,0.00,0.00,0.00,21.4,0.00,0.00,,0.00,0,13.5,66.4,41.1,9.81,157,100.0,0.06,0.00,Matches
1997,Javi Puado\Javi-Puado,es ESP,FWMF,Espanyol,es La Liga,20,1998,4.0,36.0,2.25,9.25,12.0,17.3,5.25,35.0,1.00,2.25,44.4,1.00,0,24.0,236.8,140.3,41.0,92,56.1,3.00,1.75,Matches
1998,Manuel Pucciarelli\Manuel-Pucciarelli,it ITA,FW,Chievo,it Serie A,27,1991,3.4,39.4,0.29,4.71,21.8,15.6,1.18,38.2,0.59,1.76,33.3,0.59,0,30.6,167.6,82.9,39.7,95,70.4,2.94,2.35,Matches
1999,Riqui Puig\Riqui-Puig,es ESP,MF,Barcelona,es La Liga,18,1999,1.7,77.6,0.59,8.24,57.1,17.6,1.18,77.6,0.59,0.59,100.0,0.59,1,61.8,408.2,207.6,71.2,109,90.1,1.76,1.76,Matches
2000,Erick Pulgar\Erick-Pulgar,cl CHI,MF,Bologna,it Serie A,24,1994,26.2,71.8,3.78,17.1,41.0,17.4,0.57,61.9,0.84,1.22,68.8,0.92,2,42.2,211.5,106.6,39.5,995,96.1,0.69,0.80,Matches
2001,Jorge Pulido\Jorge-Pulido,es ESP,DF,Huesca,es La Liga,27,1991,30.9,46.9,6.02,21.4,21.7,5.73,1.33,41.9,0.23,0.45,50.0,0.26,0,22.2,118.1,61.7,23.1,648,90.9,0.49,0.29,Matches
2002,Christian Pulisic\Christian-Pulisic,us USA,FWMF,Dortmund,de Bundesliga,19,1998,10.4,70.9,0.96,7.40,35.6,35.6,6.83,67.6,4.42,6.44,68.7,4.81,4,61.7,438.9,274.2,64.0,576,86.5,4.23,4.71,Matches
2003,Jason Puncheon\Jason-Puncheon,eng ENG,MFFW,Huddersfield,eng Premier League,32,1986,4.2,63.1,1.19,8.33,34.3,25.2,1.19,59.0,1.90,3.10,61.5,1.90,0,46.7,299.5,121.4,54.3,171,75.0,1.90,1.67,Matches
2004,Jason Puncheon\Jason-Puncheon,eng ENG,MF,Crystal Palace,eng Premier League,32,1986,0.1,140.0,0.00,10.0,80.0,50.0,0.00,140.0,0.00,0.00,,0.00,0,100.0,650.0,160.0,110.0,8,72.7,10.0,10.0,Matches
2005,Ignacio Pussetto\Ignacio-Pussetto,ar ARG,FWMF,Udinese,it Serie A,22,1995,24.2,47.4,1.53,7.31,23.4,20.8,4.63,44.6,2.11,4.09,51.5,2.19,2,31.6,234.7,147.3,47.4,732,63.9,2.98,2.52,Matches
2006,Fabio Quagliarella\Fabio-Quagliarella,it ITA,FW,Sampdoria,it Serie A,35,1983,35.5,38.6,0.62,3.27,16.0,20.9,5.75,36.0,0.99,1.72,57.4,1.10,4,27.2,110.9,38.9,50.7,1009,56.1,2.25,1.69,Matches
2007,Robin Quaison\Robin-Quaison,se SWE,FWMF,Mainz 05,de Bundesliga,24,1993,24.4,28.8,0.29,1.89,13.3,15.7,4.02,28.2,1.23,2.46,50.0,1.35,1,23.4,137.0,68.3,38.0,526,56.7,2.05,1.76,Matches
2008,Collin Quaner\Collin-Quaner,de GER,FWMF,Huddersfield,eng Premier League,27,1991,0.4,50.0,0.00,2.50,17.5,35.0,0.00,50.0,0.00,0.00,,0.00,0,45.0,295.0,195.0,65.0,18,69.2,5.00,2.50,Matches
2009,Domingos Quina\Domingos-Quina,pt POR,MF,Watford,eng Premier League,18,1999,3.8,74.2,1.84,12.9,50.3,16.8,0.79,73.9,2.11,3.95,53.3,2.37,0,60.3,386.1,162.6,56.1,202,94.8,1.05,1.05,Matches
2010,Xavi Quintillà\Xavi-Quintilla,es ESP,DF,Villarreal,es La Liga,21,1996,7.0,61.0,4.00,20.4,28.9,14.1,0.71,48.7,0.00,0.29,0.0,0.00,0,29.3,126.1,68.7,36.4,242,94.9,0.43,0.14,Matches
2011,Dani Raba\Dani-Raba,es ESP,MF,Villarreal,es La Liga,22,1995,2.1,57.1,0.00,7.14,28.6,24.8,2.38,53.8,0.00,0.95,0.0,0.00,0,36.7,208.1,75.7,47.1,84,84.8,1.43,2.38,Matches
2012,Adrien Rabiot\Adrien-Rabiot,fr FRA,MF,Paris S-G,fr Ligue 1,23,1995,11.8,98.3,3.05,21.7,67.5,19.1,0.85,97.4,1.78,2.63,67.7,1.86,0,81.8,523.6,310.2,82.9,938,95.9,0.93,0.76,Matches
2013,Nemanja Radonjić\Nemanja-Radonjic,rs SRB,FW,Marseille,fr Ligue 1,22,1996,7.6,35.8,0.26,3.68,14.3,22.1,5.00,35.7,1.71,3.03,56.5,1.71,0,28.0,264.6,176.6,41.8,206,64.8,2.76,2.37,Matches
2014,Ivan Radovanović\Ivan-Radovanovic,rs SRB,MF,Chievo,it Serie A,29,1988,19.0,62.5,2.79,17.8,42.1,7.32,0.26,59.8,0.47,0.53,90.0,0.47,0,43.4,199.3,99.3,43.1,786,96.1,0.32,0.37,Matches
2015,Ivan Radovanović\Ivan-Radovanovic,rs SRB,MF,Genoa,it Serie A,29,1988,14.2,57.1,1.83,13.2,38.5,8.59,0.28,54.1,0.42,0.42,100.0,0.42,0,36.9,201.0,97.3,34.4,466,95.5,0.28,0.35,Matches
2016,Ionuț Radu\Ionut-Radu,ro ROU,GK,Genoa,it Serie A,21,1997,33.0,31.7,27.1,31.5,0.24,0.00,0.00,19.1,0.12,0.12,100.0,0.12,0,12.4,62.5,40.8,9.21,303,99.7,0.00,0.00,Matches
2017,Ștefan Radu\Stefan-Radu,ro ROU,DF,Lazio,it Serie A,31,1986,24.9,62.5,4.14,22.6,33.9,11.3,0.68,59.2,0.24,0.44,54.5,0.24,0,41.0,262.8,164.5,39.4,956,97.6,0.44,0.52,Matches
2018,Rafael\Rafael,br BRA,DF,Lyon,fr Ligue 1,28,1990,11.4,75.5,3.42,21.1,40.4,20.6,0.79,65.7,1.40,2.19,64.0,1.49,0,50.0,316.4,202.5,49.6,533,94.3,0.70,0.88,Matches
2019,Raffael\Raffael,br BRA,FW,M'gladbach,de Bundesliga,33,1985,6.0,48.3,0.33,3.17,22.2,27.0,5.50,46.2,1.67,2.67,62.5,1.83,0,40.2,227.3,128.3,50.3,224,74.2,2.17,3.50,Matches
2020,Rafinha\Rafinha,br BRA,FWMF,Barcelona,es La Liga,25,1993,2.5,75.6,1.60,10.0,40.4,32.4,1.20,74.4,0.80,2.80,28.6,1.20,0,59.6,308.0,130.4,66.4,147,88.6,1.20,2.00,Matches
2021,Rafinha\Rafinha,br BRA,DF,Bayern Munich,de Bundesliga,32,1985,10.0,94.7,2.20,21.2,52.9,26.3,0.70,87.0,0.60,1.20,50.0,0.60,1,71.2,277.2,154.4,73.5,702,95.5,0.30,0.50,Matches
2022,Andrea Raggi\Andrea-Raggi,it ITA,DFMF,Monaco,fr Ligue 1,34,1984,5.5,51.1,2.00,19.3,26.5,7.82,0.36,42.5,0.00,0.36,0.0,0.00,0,27.8,131.8,72.0,33.6,164,88.6,0.36,0.18,Matches
2023,Baba Rahman\Baba-Rahman,gh GHA,DF,Reims,fr Ligue 1,24,1994,10.7,65.5,4.21,24.4,32.7,12.2,1.12,55.9,0.75,1.78,42.1,0.93,1,37.8,234.2,136.5,37.0,379,95.7,0.84,1.12,Matches
2024,Baba Rahman\Baba-Rahman,gh GHA,DF,Schalke 04,de Bundesliga,24,1994,1.8,62.2,1.67,12.2,37.8,18.9,0.56,52.8,0.56,1.11,50.0,0.56,0,40.6,342.8,241.7,36.7,62,93.9,1.67,2.22,Matches
2025,Ivan Rakitić\Ivan-Rakitic,hr CRO,MF,Barcelona,es La Liga,30,1988,29.4,97.4,2.41,19.3,62.0,23.1,1.12,95.6,0.95,1.53,62.2,1.05,2,78.2,352.8,183.7,83.9,2334,94.6,0.41,0.82,Matches
2026,Joe Ralls\Joe-Ralls,eng ENG,MF,Cardiff City,eng Premier League,24,1993,21.8,47.9,1.65,8.72,27.3,13.7,0.87,42.8,0.18,0.23,80.0,0.18,0,26.4,124.1,62.3,28.9,513,81.4,0.55,0.64,Matches
2027,Jonás Ramalho\Jonas-Ramalho,es ESP,DF,Girona,es La Liga,25,1993,18.0,54.2,5.67,26.7,23.3,7.83,0.50,50.4,0.17,0.56,30.0,0.17,0,35.4,182.7,99.2,35.8,612,94.9,0.33,0.50,Matches
2028,Benito Raman\Benito-Raman,be BEL,MFFW,Düsseldorf,de Bundesliga,23,1994,18.7,40.7,0.91,6.95,17.8,20.2,4.44,39.6,2.14,4.55,47.1,2.51,4,31.8,252.3,152.2,37.4,495,70.8,1.93,2.62,Matches
2029,Adil Rami\Adil-Rami,fr FRA,DF,Marseille,fr Ligue 1,32,1985,15.7,62.5,5.80,35.8,27.4,2.61,1.53,61.1,0.19,0.25,75.0,0.19,0,40.2,197.5,111.1,41.3,626,96.6,0.13,0.19,Matches
2030,Gastón Ramírez\Gaston-Ramirez,uy URU,MFFW,Sampdoria,it Serie A,27,1990,17.5,63.9,1.77,9.43,29.9,28.3,3.03,59.6,1.37,2.51,54.5,1.49,1,44.6,209.9,105.3,61.3,816,76.0,1.66,2.69,Matches
2031,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Real Sociedad,es La Liga,23,1995,11.7,47.8,0.77,5.21,20.5,25.6,5.04,43.9,1.11,2.65,41.9,1.20,0,33.2,200.5,104.1,46.8,372,68.0,3.16,1.37,Matches
2032,Iván Ramis\Ivan-Ramis,es ESP,DF,Eibar,es La Liga,33,1984,18.6,51.9,3.76,20.8,32.7,1.72,1.02,50.2,0.22,0.22,100.0,0.22,0,28.7,174.8,79.3,28.7,513,96.1,0.11,0.00,Matches
2033,Chris Ramos\Chris-Ramos,es ESP,FW,Valladolid,es La Liga,21,1997,0.7,22.9,1.43,2.86,7.14,12.9,2.86,22.9,0.00,0.00,,0.00,0,4.29,20.0,1.43,42.9,10,33.3,4.29,1.43,Matches
2034,Sergio Ramos\Sergio-Ramos,es ESP,DF,Real Madrid,es La Liga,32,1986,27.5,79.7,7.53,38.0,42.6,3.93,1.53,77.3,0.18,0.33,55.6,0.22,0,56.4,298.4,164.4,60.3,1583,95.5,0.15,0.11,Matches
2035,Aaron Ramsey\Aaron-Ramsey,wal WAL,MFFW,Arsenal,eng Premier League,27,1990,14.8,65.6,0.74,8.24,35.1,27.0,5.20,64.1,0.81,1.42,57.1,0.95,1,54.4,297.7,151.8,64.4,769,80.7,2.43,2.36,Matches
2036,Kayne Ramsey\Kayne-Ramsey,eng ENG,DF,Southampton,eng Premier League,17,2000,1.0,27.0,6.00,17.0,10.0,0.00,0.00,24.0,0.00,0.00,,0.00,0,11.0,26.0,3.00,8.00,8,100.0,0.00,0.00,Matches
2037,Andrea Ranocchia\Andrea-Ranocchia,it ITA,DFMF,Inter,it Serie A,30,1988,0.7,55.7,2.86,27.1,22.9,8.57,4.29,55.7,0.00,0.00,,0.00,0,27.1,118.6,92.9,58.6,28,68.3,0.00,0.00,Matches
2038,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,eng Premier League,20,1997,25.9,43.6,0.85,3.67,17.4,25.5,6.37,41.1,1.85,3.47,53.3,2.01,5,33.1,216.8,127.3,51.7,851,63.5,2.86,2.47,Matches
2039,Milot Rashica\Milot-Rashica,xk KVX,FWMF,Werder Bremen,de Bundesliga,22,1996,17.2,45.7,0.87,4.42,14.7,30.3,5.29,42.7,2.27,4.19,54.2,2.50,4,36.8,282.3,170.2,48.2,550,66.3,2.09,3.26,Matches
2040,Jacob Rasmussen\Jacob-Rasmussen,dk DEN,DFMF,Empoli,it Serie A,21,1997,11.3,68.3,7.26,36.5,32.3,3.36,0.71,65.8,0.09,0.18,50.0,0.09,1,42.3,184.4,107.1,43.3,478,97.8,0.18,0.18,Matches
2041,Giacomo Raspadori\Giacomo-Raspadori,it ITA,DF,Sassuolo,it Serie A,18,2000,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,Matches
2042,Yoric Ravet\Yoric-Ravet,fr FRA,MFFW,Freiburg,de Bundesliga,28,1989,0.8,55.0,3.75,7.50,17.5,31.3,2.50,47.5,1.25,1.25,100.0,1.25,0,35.0,191.3,102.5,43.8,24,68.6,1.25,6.25,Matches
2043,Tim Ream\Tim-Ream,us USA,DF,Fulham,eng Premier League,30,1987,22.7,53.7,5.81,26.4,28.8,0.93,0.09,52.9,0.26,0.31,85.7,0.26,0,33.7,152.4,88.7,34.1,760,98.1,0.04,0.13,Matches
2044,Ante Rebić\Ante-Rebic,hr CRO,FWMF,Eint Frankfurt,de Bundesliga,24,1993,22.0,40.9,0.18,1.64,17.3,25.4,5.86,40.2,2.18,4.23,51.6,2.64,2,32.3,234.5,142.2,54.3,687,57.5,3.50,3.45,Matches
2045,Pedro Rebocho\Pedro-Rebocho,pt POR,DF,Guingamp,fr Ligue 1,23,1995,36.0,67.3,3.17,20.1,30.8,20.7,0.72,52.3,0.81,1.14,70.7,0.89,1,37.8,232.2,132.4,35.8,1193,92.5,0.56,0.78,Matches
2046,Arkadiusz Reca\Arkadiusz-Reca,pl POL,DFFW,Atalanta,it Serie A,23,1995,0.5,86.0,0.00,18.0,28.0,46.0,4.00,80.0,4.00,12.0,33.3,6.00,0,68.0,428.0,264.0,66.0,30,90.9,0.00,0.00,Matches
2047,Recio\Recio,es ESP,MF,Leganés,es La Liga,27,1991,14.3,54.7,1.40,10.1,37.8,9.93,0.42,53.6,0.63,0.98,64.3,0.63,0,37.8,188.4,81.3,39.3,508,90.4,0.35,0.77,Matches
2048,Nathan Redmond\Nathan-Redmond,eng ENG,FWMF,Southampton,eng Premier League,24,1994,36.3,45.9,0.77,5.07,18.7,26.7,4.52,44.9,2.95,4.88,60.5,3.20,9,38.3,306.8,186.3,49.8,1231,68.1,2.37,2.07,Matches
2049,Vasco Regini\Vasco-Regini,it ITA,DF,SPAL,it Serie A,27,1990,0.9,62.2,5.56,30.0,27.8,6.67,0.00,54.4,0.00,0.00,,0.00,0,33.3,261.1,183.3,32.2,29,100.0,1.11,0.00,Matches
2050,Sergio Reguilón\Sergio-Reguilon,es ESP,DF,Real Madrid,es La Liga,21,1996,12.4,75.6,3.23,19.4,38.7,22.2,1.61,69.0,0.97,1.77,54.5,0.97,0,55.3,261.5,162.3,54.5,638,94.4,1.13,0.73,Matches
2051,Bobby Reid\Bobby-Reid,jm JAM,FWMF,Cardiff City,eng Premier League,25,1993,15.8,31.5,1.27,4.18,14.2,15.1,3.61,30.2,1.46,1.96,74.2,1.58,0,22.8,115.9,52.6,38.9,338,55.0,2.22,2.03,Matches
