Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
705,Rubén Duarte\Ruben-Duarte,es ESP,DF,Alavés,es La Liga,22,1995,30.8,42,1.36,29,2,0,4,7,2,0.06,1,0,0,1,0,0,Matches
706,Leo Dubois\Leo-Dubois,fr FRA,DF,Lyon,fr Ligue 1,23,1994,22.7,48,2.11,38,2,3,2,3,7,0.31,7,0,0,0,0,0,Matches
707,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,eng Premier League,29,1989,38.0,2,0.05,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
708,Marvin Ducksch\Marvin-Ducksch,de GER,FW,Düsseldorf,de Bundesliga,24,1994,9.1,26,2.84,22,2,0,2,0,3,0.33,3,0,0,0,0,0,Matches
709,Ondrej Duda\Ondrej-Duda,sk SVK,MF,Hertha BSC,de Bundesliga,23,1994,28.5,74,2.60,48,13,2,8,3,10,0.35,6,1,0,2,1,0,Matches
710,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,eng Premier League,26,1992,34.3,21,0.61,16,0,0,3,2,4,0.12,3,0,0,0,1,0,Matches
711,Demeaco Duhaney\Demeaco-Duhaney,eng ENG,DF,Huddersfield,eng Premier League,19,1998,0.5,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
712,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,eng Premier League,26,1991,22.1,17,0.77,16,1,0,0,0,1,0.05,1,0,0,0,0,0,Matches
713,Alfred Duncan\Alfred-Duncan,gh GHA,MF,Sassuolo,it Serie A,25,1993,20.5,60,2.92,52,1,4,1,1,9,0.44,6,0,1,1,0,1,Matches
714,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,eng Premier League,26,1991,35.0,14,0.40,14,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
715,Maxime Dupé\Maxime-Dupe,fr FRA,GK,Nantes,fr Ligue 1,25,1993,10.4,1,0.10,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
716,Erik Durm\Erik-Durm,de GER,DF,Huddersfield,eng Premier League,26,1992,22.8,25,1.09,24,0,0,0,1,2,0.09,2,0,0,0,0,0,Matches
717,Jimmy Durmaz\Jimmy-Durmaz,se SWE,MFFW,Toulouse,fr Ligue 1,29,1989,21.1,78,3.70,42,18,13,3,2,6,0.28,3,1,1,1,0,0,Matches
718,Riza Durmisi\Riza-Durmisi,dk DEN,DFMF,Lazio,it Serie A,24,1994,3.6,14,3.87,14,0,0,0,0,2,0.55,2,0,0,0,0,0,Matches
719,Hugo Duro\Hugo-Duro,es ESP,MFFW,Getafe,es La Liga,18,1999,4.6,3,0.65,1,0,0,0,2,1,0.22,0,0,0,0,1,0,Matches
720,Raphael Dwamena\Raphael-Dwamena,gh GHA,FW,Levante,es La Liga,22,1995,2.5,7,2.84,5,0,1,0,1,2,0.81,1,0,0,0,1,0,Matches
721,Paulo Dybala\Paulo-Dybala,ar ARG,FWMF,Juventus,it Serie A,24,1993,23.7,102,4.30,60,19,14,3,6,11,0.46,7,0,1,1,2,0,Matches
722,Edin Džeko\Edin-Dzeko,ba BIH,FW,Roma,it Serie A,32,1986,28.7,106,3.70,71,0,16,9,10,17,0.59,13,0,3,0,1,0,Matches
723,Blerim Džemaili\Blerim-Dzemaili,ch SUI,MF,Bologna,it Serie A,32,1986,19.4,58,2.98,43,2,2,3,8,8,0.41,6,1,0,0,1,0,Matches
724,Félix Eboa Eboa\Felix-Eboa-Eboa,cm CMR,DF,Guingamp,fr Ligue 1,21,1997,27.0,10,0.37,9,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
725,Dennis Eckert\Dennis-Eckert,de GER,FW,Celta Vigo,es La Liga,21,1997,2.4,4,1.67,3,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
726,Bruno Ecuele Manga\Bruno-Ecuele-Manga,ga GAB,DF,Cardiff City,eng Premier League,30,1988,37.5,15,0.40,12,1,0,1,1,1,0.03,1,0,0,0,0,0,Matches
727,Simone Edera\Simone-Edera,it ITA,FWMF,Torino,it Serie A,21,1997,0.9,3,3.51,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
728,Simone Edera\Simone-Edera,it ITA,FW,Bologna,it Serie A,21,1997,2.2,5,2.30,3,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
729,Ederson\Ederson,br BRA,GK,Manchester City,eng Premier League,24,1993,38.0,5,0.13,2,3,0,0,0,1,0.03,0,1,0,0,0,0,Matches
730,Johannes Eggestein\Johannes-Eggestein,de GER,FWMF,Werder Bremen,de Bundesliga,20,1998,12.4,30,2.43,19,0,6,2,3,8,0.65,5,0,0,2,1,0,Matches
731,Maximilian Eggestein\Maximilian-Eggestein,de GER,MF,Werder Bremen,de Bundesliga,21,1996,33.9,84,2.48,73,1,5,3,2,10,0.29,7,1,2,0,0,0,Matches
732,Albin Ekdal\Albin-Ekdal,se SWE,MF,Sampdoria,it Serie A,29,1989,29.4,43,1.46,35,2,2,2,2,2,0.07,0,0,0,1,1,0,Matches
733,Josip Elez\Josip-Elez,hr CRO,DF,Hannover 96,de Bundesliga,24,1994,7.2,5,0.70,4,0,1,0,0,1,0.14,1,0,0,0,0,0,Matches
734,Harvey Elliot\Harvey-Elliot,eng ENG,MF,Fulham,eng Premier League,15,2003,0.2,1,4.50,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
735,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,eng Premier League,26,1992,4.2,7,1.66,6,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
736,Aritz Elustondo\Aritz-Elustondo,es ESP,DF,Real Sociedad,es La Liga,24,1994,25.0,19,0.76,17,0,0,1,1,2,0.08,1,0,0,1,0,0,Matches
737,Gorka Elustondo\Gorka-Elustondo,es ESP,MF,Rayo Vallecano,es La Liga,31,1987,3.2,3,0.95,2,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
738,Nico Elvedi\Nico-Elvedi,ch SUI,DF,M'gladbach,de Bundesliga,21,1996,29.1,14,0.48,13,1,0,0,0,4,0.14,4,0,0,0,0,0,Matches
739,Rodrigo Ely\Rodrigo-Ely,br BRA,DF,Alavés,es La Liga,24,1993,4.8,1,0.21,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
740,Mohamed Elyounoussi\Mohamed-Elyounoussi,no NOR,MFFW,Southampton,eng Premier League,23,1994,8.8,27,3.06,15,6,2,2,2,1,0.11,1,0,0,0,0,0,Matches
741,Adri Embarba\Adri-Embarba,es ESP,FWMF,Rayo Vallecano,es La Liga,26,1992,25.4,80,3.16,38,31,1,4,6,9,0.35,7,1,0,0,1,0,Matches
742,Breel Embolo\Breel-Embolo,ch SUI,FW,Schalke 04,de Bundesliga,21,1997,14.9,40,2.68,25,0,4,3,8,7,0.47,2,0,1,3,1,0,Matches
743,Emerson\Emerson,br BRA,DF,Betis,es La Liga,19,1999,3.5,8,2.27,6,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
744,Youssef En-Nesyri\Youssef-En-Nesyri,ma MAR,FW,Leganés,es La Liga,21,1997,23.4,31,1.32,20,0,4,3,4,3,0.13,2,0,1,0,0,0,Matches
745,Björn Engels\Bjorn-Engels,be BEL,DF,Reims,fr Ligue 1,23,1994,33.0,23,0.70,20,0,0,1,2,1,0.03,1,0,0,0,0,0,Matches
746,Sergi Enrich\Sergi-Enrich,es ESP,FW,Eibar,es La Liga,28,1990,28.7,56,1.95,45,0,4,4,3,12,0.42,7,0,0,3,2,0,Matches
747,Javier Eraso\Javier-Eraso,es ESP,MFFW,Leganés,es La Liga,28,1990,7.0,13,1.85,7,3,1,0,2,1,0.14,0,0,0,0,1,0,Matches
748,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,eng Premier League,26,1992,30.8,126,4.09,82,27,5,8,4,14,0.45,11,3,0,0,0,0,Matches
749,Patrick Erras\Patrick-Erras,de GER,MF,Nürnberg,de Bundesliga,23,1995,13.6,16,1.18,14,1,0,1,0,2,0.15,1,0,0,1,0,0,Matches
750,Gonzalo Escalante\Gonzalo-Escalante,ar ARG,MF,Eibar,es La Liga,25,1993,19.9,27,1.36,20,0,1,4,2,3,0.15,2,0,0,1,0,0,Matches
751,Sergio Escudero\Sergio-Escudero,es ESP,DFMF,Sevilla,es La Liga,28,1989,17.2,26,1.51,20,3,1,0,2,2,0.12,2,0,0,0,0,0,Matches
752,Bernardo Espinosa\Bernardo-Espinosa,co COL,DF,Girona,es La Liga,29,1989,30.3,13,0.43,11,0,0,2,0,1,0.03,1,0,0,0,0,0,Matches
753,Michael Esser\Michael-Esser,de GER,GK,Hannover 96,de Bundesliga,30,1987,32.0,10,0.31,9,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
754,Alexander Esswein\Alexander-Esswein,de GER,FWMF,Stuttgart,de Bundesliga,28,1990,13.9,42,3.02,30,3,4,0,5,4,0.29,3,0,0,0,1,0,Matches
755,Neil Etheridge\Neil-Etheridge,ph PHI,GK,Cardiff City,eng Premier League,28,1990,38.0,6,0.16,4,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
756,Beñat Etxebarria\Benat-Etxebarria,es ESP,MF,Athletic Club,es La Liga,31,1987,22.6,57,2.53,30,25,0,2,0,2,0.09,0,2,0,0,0,0,Matches
757,Xabier Etxeita\Xabier-Etxeita,es ESP,DF,Huesca,es La Liga,30,1987,29.7,12,0.40,7,1,0,4,0,0,0.00,0,0,0,0,0,0,Matches
758,Lucas Evangelista\Lucas-Evangelista,br BRA,FWMF,Nantes,fr Ligue 1,23,1995,8.0,20,2.50,14,0,2,0,4,0,0.00,0,0,0,0,0,0,Matches
759,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,eng Premier League,30,1988,22.2,8,0.36,7,0,0,1,0,1,0.05,0,0,0,1,0,0,Matches
760,Ewerton\Ewerton,br BRA,DF,Nürnberg,de Bundesliga,29,1989,14.9,5,0.34,4,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
761,Valentin Eysseric\Valentin-Eysseric,fr FRA,FWMF,Fiorentina,it Serie A,26,1992,4.0,15,3.77,12,3,0,0,0,1,0.25,1,0,0,0,0,0,Matches
762,Valentin Eysseric\Valentin-Eysseric,fr FRA,MFFW,Nantes,fr Ligue 1,26,1992,2.3,11,4.74,1,4,1,2,3,0,0.00,0,0,0,0,0,0,Matches
763,Marco Fabián\Marco-Fabian,mx MEX,FW,Eint Frankfurt,de Bundesliga,29,1989,0.7,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
764,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,eng Premier League,33,1985,38.0,4,0.11,3,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
765,Fabinho\Fabinho,br BRA,MF,Liverpool,eng Premier League,24,1993,22.4,37,1.65,33,0,1,1,2,6,0.27,5,0,0,0,1,0,Matches
766,Fábio\Fabio,br BRA,DF,Nantes,fr Ligue 1,28,1990,14.2,25,1.76,21,2,0,1,1,3,0.21,3,0,0,0,0,0,Matches
767,Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Chelsea,eng Premier League,31,1987,2.0,6,3.00,6,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
768,Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Monaco,fr Ligue 1,31,1987,10.7,39,3.63,28,10,0,1,0,3,0.28,3,0,0,0,0,0,Matches
769,Fabricio\Fabricio,es ESP,GK,Fulham,eng Premier League,30,1987,2.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
770,Ralf Fährmann\Ralf-Fahrmann,de GER,GK,Schalke 04,de Bundesliga,29,1988,16.3,3,0.18,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
771,Romain Faivre\Romain-Faivre,fr FRA,MFFW,Monaco,fr Ligue 1,20,1998,1.0,1,1.00,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
772,Fayçal Fajr\Faycal-Fajr,ma MAR,MF,Caen,fr Ligue 1,29,1988,36.0,105,2.92,46,43,1,5,10,8,0.22,3,3,0,1,1,0,Matches
773,Radamel Falcao\Radamel-Falcao,co COL,FW,Monaco,fr Ligue 1,32,1986,28.4,45,1.58,27,0,4,7,7,4,0.14,2,0,0,2,0,0,Matches
774,Diego Falcinelli\Diego-Falcinelli,it ITA,FW,Bologna,it Serie A,27,1991,7.8,13,1.66,11,0,0,1,1,2,0.26,2,0,0,0,0,0,Matches
775,Simon Falette\Simon-Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,26,1992,6.7,2,0.30,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
776,Iago Falque\Iago-Falque,es ESP,FWMF,Torino,it Serie A,28,1990,17.9,94,5.25,68,18,2,5,1,8,0.45,4,3,0,0,1,0,Matches
777,Paolo Faragò\Paolo-Farago,it ITA,MFDF,Cagliari,it Serie A,25,1993,18.9,40,2.11,34,1,2,1,2,3,0.16,3,0,0,0,0,0,Matches
778,Mohamed Fares\Mohamed-Fares,dz ALG,DFMF,SPAL,it Serie A,22,1996,32.8,63,1.92,50,4,2,3,4,2,0.06,1,1,0,0,0,0,Matches
779,Diego Farias\Diego-Farias,br BRA,FW,Cagliari,it Serie A,28,1990,7.8,14,1.80,11,0,1,2,0,0,0.00,0,0,0,0,0,0,Matches
780,Diego Farias\Diego-Farias,br BRA,FW,Empoli,it Serie A,28,1990,13.3,38,2.87,32,1,2,0,3,8,0.60,6,0,1,0,1,0,Matches
781,Andrea Favilli\Andrea-Favilli,it ITA,FWMF,Genoa,it Serie A,21,1997,1.9,4,2.12,4,0,0,0,0,1,0.53,1,0,0,0,0,0,Matches
782,Federico Fazio\Federico-Fazio,ar ARG,DF,Roma,it Serie A,31,1987,31.2,16,0.51,13,0,1,2,0,0,0.00,0,0,0,0,0,0,Matches
783,Zouhair Feddal\Zouhair-Feddal,ma MAR,DF,Betis,es La Liga,29,1989,18.9,14,0.74,12,0,0,2,0,1,0.05,1,0,0,0,0,0,Matches
784,Nabil Fekir\Nabil-Fekir,fr FRA,MF,Lyon,fr Ligue 1,25,1993,22.1,122,5.52,75,15,11,10,11,14,0.63,12,0,1,0,1,0,Matches
785,Yassin Fekir\Yassin-Fekir,fr FRA,FW,Lyon,fr Ligue 1,21,1997,0.1,1,7.50,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
786,Felipe\Felipe,br BRA,DF,Hannover 96,de Bundesliga,31,1987,12.2,4,0.33,2,0,0,1,1,2,0.16,0,0,0,1,1,0,Matches
787,Luiz Felipe\Luiz-Felipe,br BRA,DF,Lazio,it Serie A,21,1997,14.3,8,0.56,7,0,0,1,0,1,0.07,0,0,0,1,0,0,Matches
788,Ohis Felix Uduokhai\Ohis-Felix-Uduokhai,de GER,DF,Wolfsburg,de Bundesliga,20,1997,2.7,4,1.48,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
789,Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,eng Premier League,30,1987,8.4,11,1.32,8,0,0,0,3,1,0.12,0,0,0,0,1,0,Matches
790,Kiko Femenía\Kiko-Femenia,es ESP,DF,Watford,eng Premier League,27,1991,22.8,32,1.41,24,5,1,0,2,4,0.18,4,0,0,0,0,0,Matches
791,Edimilson Fernandes\Edimilson-Fernandes,ch SUI,MF,Fiorentina,it Serie A,22,1996,21.9,53,2.42,48,0,1,2,2,3,0.14,1,0,0,2,0,0,Matches
792,Gelson Fernandes\Gelson-Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,31,1986,24.7,11,0.44,10,1,0,0,0,1,0.04,1,0,0,0,0,0,Matches
793,Aitor Fernández\Aitor-Fernandez,es ESP,GK,Levante,es La Liga,27,1991,16.0,2,0.12,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
794,Andrés Fernández\Andres-Fernandez,es ESP,GK,Villarreal,es La Liga,31,1986,6.0,2,0.33,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
795,Borja Fernández\Borja-Fernandez,es ESP,MFDF,Valladolid,es La Liga,37,1981,9.3,6,0.64,4,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
796,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,eng Premier League,29,1989,16.5,11,0.67,9,1,0,0,0,3,0.18,2,0,0,0,0,1,Matches
797,Joaquín Fernández\Joaquin-Fernandez,es ESP,DFMF,Valladolid,es La Liga,22,1996,9.3,3,0.32,2,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
798,Fernandinho\Fernandinho,br BRA,MF,Manchester City,eng Premier League,33,1985,26.4,55,2.08,48,0,0,3,4,5,0.19,4,0,0,0,1,0,Matches
799,Juan Ferney Otero\Juan-Ferney-Otero,co COL,FWMF,Amiens,fr Ligue 1,23,1995,24.2,63,2.61,47,2,6,3,5,5,0.21,4,0,0,1,0,0,Matches
800,Alex Ferrari\Alex-Ferrari,it ITA,DF,Sampdoria,it Serie A,24,1994,6.0,3,0.50,2,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
801,David Ferreiro\David-Ferreiro,es ESP,FWMF,Huesca,es La Liga,30,1988,25.3,77,3.04,37,27,5,4,4,4,0.16,2,2,0,0,0,0,Matches
802,Facundo Ferreyra\Facundo-Ferreyra,ar ARG,FWMF,Espanyol,es La Liga,27,1991,2.3,2,0.95,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
803,Jordan Ferri\Jordan-Ferri,fr FRA,MF,Lyon,fr Ligue 1,26,1992,1.3,2,1.55,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
804,Jordan Ferri\Jordan-Ferri,fr FRA,MF,Nîmes,fr Ligue 1,26,1992,20.8,52,2.50,46,0,1,2,2,9,0.43,5,0,0,2,1,1,Matches
805,Oliver Fink\Oliver-Fink,de GER,MF,Düsseldorf,de Bundesliga,36,1982,11.7,22,1.88,19,1,1,0,1,3,0.26,2,0,1,0,0,0,Matches
806,Alfreð Finnbogason\Alfred-Finnbogason,is ISL,FW,Augsburg,de Bundesliga,29,1989,14.8,31,2.09,25,0,2,1,3,5,0.34,3,0,0,0,2,0,Matches
807,Roberto Firmino\Roberto-Firmino,br BRA,FWMF,Liverpool,eng Premier League,26,1991,29.0,98,3.38,82,0,7,7,2,15,0.52,11,0,2,1,1,0,Matches
808,Junior Firpo\Junior-Firpo,es ESP,DFMF,Betis,es La Liga,21,1996,21.5,34,1.58,28,1,1,1,3,4,0.19,4,0,0,0,0,0,Matches
809,Mathieu Flamini\Mathieu-Flamini,fr FRA,MF,Getafe,es La Liga,34,1984,5.0,3,0.60,2,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
810,Mark Flekken\Mark-Flekken,nl NED,GK,Freiburg,de Bundesliga,25,1993,1.0,1,1.00,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
811,Sergio Floccari\Sergio-Floccari,it ITA,FW,SPAL,it Serie A,36,1981,10.8,14,1.29,9,0,1,0,4,4,0.37,1,0,0,0,3,0,Matches
812,Alessandro Florenzi\Alessandro-Florenzi,it ITA,DFFW,Roma,it Serie A,27,1991,24.2,74,3.06,57,13,1,2,1,9,0.37,8,1,0,0,0,0,Matches
813,Phil Foden\Phil-Foden,eng ENG,MF,Manchester City,eng Premier League,18,2000,3.7,14,3.76,11,0,1,0,2,1,0.27,1,0,0,0,0,0,Matches
814,Guessouma Fofana\Guessouma-Fofana,fr FRA,MF,Guingamp,fr Ligue 1,25,1992,5.3,1,0.19,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
815,Guessouma Fofana\Guessouma-Fofana,fr FRA,MF,Amiens,fr Ligue 1,25,1992,2.1,1,0.48,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
816,Seko Fofana\Seko-Fofana,ci CIV,MF,Udinese,it Serie A,23,1995,29.3,95,3.24,74,1,12,3,5,9,0.31,8,0,0,0,1,0,Matches
817,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,2000,1.8,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
818,Youssouf Fofana\Youssouf-Fofana,fr FRA,MF,Strasbourg,fr Ligue 1,19,1999,10.1,14,1.38,9,0,3,0,2,1,0.10,1,0,0,0,0,0,Matches
819,Thomas Foket\Thomas-Foket,be BEL,DF,Reims,fr Ligue 1,23,1994,32.0,29,0.91,25,3,1,0,0,1,0.03,0,1,0,0,0,0,Matches
820,Thomas Fontaine\Thomas-Fontaine,mg MAD,DFMF,Reims,fr Ligue 1,27,1991,4.7,4,0.86,2,0,1,1,0,2,0.43,1,0,1,0,0,0,Matches
821,José Fonte\Jose-Fonte,pt POR,DF,Lille,fr Ligue 1,34,1983,34.6,24,0.69,20,1,1,2,0,3,0.09,3,0,0,0,0,0,Matches
822,Rui Fonte\Rui-Fonte,pt POR,FW,Lille,fr Ligue 1,28,1990,7.0,14,2.01,13,0,0,1,0,1,0.14,1,0,0,0,0,0,Matches
823,Pablo Fornals\Pablo-Fornals,es ESP,MFFW,Villarreal,es La Liga,22,1996,27.5,91,3.30,77,2,7,2,3,7,0.25,6,0,0,0,1,0,Matches
824,Emil Forsberg\Emil-Forsberg,se SWE,MFFW,RB Leipzig,de Bundesliga,26,1991,13.9,69,4.97,48,8,4,5,4,17,1.22,11,1,2,2,1,0,Matches
825,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,eng Premier League,30,1988,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
826,Steven Fortes\Steven-Fortes,cv CPV,DF,Toulouse,fr Ligue 1,26,1992,1.5,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
827,Iver Fossum\Iver-Fossum,no NOR,MFFW,Hannover 96,de Bundesliga,22,1996,5.1,15,2.97,11,4,0,0,0,1,0.20,1,0,0,0,0,0,Matches
828,Ben Foster\Ben-Foster,eng ENG,GK,Watford,eng Premier League,35,1983,38.0,13,0.34,5,8,0,0,0,2,0.05,0,2,0,0,0,0,Matches
829,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Fulham,eng Premier League,20,1998,8.8,6,0.68,6,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
830,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,MFFW,Getafe,es La Liga,25,1993,20.0,28,1.40,18,0,5,1,4,5,0.25,3,0,2,0,0,0,Matches
831,Juan Foyth\Juan-Foyth,ar ARG,DF,Tottenham,eng Premier League,20,1998,9.9,8,0.81,6,0,1,0,1,1,0.10,1,0,0,0,0,0,Matches
832,Raphael Framberger\Raphael-Framberger,de GER,DFMF,Augsburg,de Bundesliga,22,1995,6.1,12,1.97,8,1,1,0,2,0,0.00,0,0,0,0,0,0,Matches
833,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,eng Premier League,33,1985,13.7,20,1.46,19,1,0,0,0,3,0.22,3,0,0,0,0,0,Matches
834,Mike Frantz\Mike-Frantz,de GER,MFFW,Freiburg,de Bundesliga,31,1986,24.6,27,1.10,20,0,2,1,4,3,0.12,1,0,0,0,2,0,Matches
835,Ryan Fraser\Ryan-Fraser,sco SCO,MFFW,Bournemouth,eng Premier League,24,1994,35.2,131,3.72,79,37,6,4,5,19,0.54,11,6,2,0,0,0,Matches
836,Pierluigi Frattali\Pierluigi-Frattali,it ITA,GK,Parma,it Serie A,32,1985,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
837,Fred\Fred,br BRA,MF,Manchester Utd,eng Premier League,25,1993,11.6,24,2.07,19,2,0,1,2,2,0.17,2,0,0,0,0,0,Matches
838,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,eng Premier League,25,1992,12.1,9,0.75,6,2,0,1,0,1,0.08,1,0,0,0,0,0,Matches
839,Remo Freuler\Remo-Freuler,ch SUI,MF,Atalanta,it Serie A,26,1992,33.6,97,2.89,87,1,2,5,2,13,0.39,9,1,0,1,2,0,Matches
840,Nicolas Frey\Nicolas-Frey,fr FRA,DF,Chievo,it Serie A,34,1984,2.5,3,1.19,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
841,Marco Friedl\Marco-Friedl,at AUT,DF,Werder Bremen,de Bundesliga,20,1998,5.3,1,0.19,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
842,Alexander Fuchs\Alexander-Fuchs,de GER,MF,Nürnberg,de Bundesliga,21,1997,7.3,13,1.79,10,0,0,2,1,0,0.00,0,0,0,0,0,0,Matches
843,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,eng Premier League,32,1986,2.3,10,4.35,10,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
844,Javi Fuego\Javi-Fuego,es ESP,MF,Villarreal,es La Liga,34,1984,2.6,4,1.55,3,1,0,0,0,1,0.39,1,0,0,0,0,0,Matches
845,Angelo Fulgini\Angelo-Fulgini,fr FRA,MFFW,Angers,fr Ligue 1,21,1996,18.2,67,3.69,47,7,3,2,7,5,0.28,2,0,1,0,1,1,Matches
846,Niclas Füllkrug\Niclas-Fullkrug,de GER,FW,Hannover 96,de Bundesliga,25,1993,12.4,29,2.35,23,0,2,3,1,5,0.40,4,0,0,0,1,0,Matches
847,Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DFMF,Villarreal,es La Liga,27,1991,29.2,20,0.69,12,1,1,6,0,2,0.07,1,0,0,1,0,0,Matches
848,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FWMF,Southampton,eng Premier League,26,1991,5.3,11,2.08,7,0,2,0,2,1,0.19,1,0,0,0,0,0,Matches
849,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FW,Sampdoria,it Serie A,26,1991,9.0,28,3.10,20,4,1,1,2,4,0.44,3,0,0,0,1,0,Matches
850,Mijat Gaćinović\Mijat-Gacinovic,rs SRB,MFFW,Eint Frankfurt,de Bundesliga,23,1995,18.1,36,1.99,31,2,1,0,2,7,0.39,6,0,0,0,1,0,Matches
851,Gianluca Gaetano\Gianluca-Gaetano,it ITA,FW,Napoli,it Serie A,18,2000,0.1,3,33.75,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
852,Roberto Gagliardini\Roberto-Gagliardini,it ITA,MF,Inter,it Serie A,24,1994,12.1,35,2.90,33,1,1,0,0,1,0.08,1,0,0,0,0,0,Matches
853,Riccardo Gagliolo\Riccardo-Gagliolo,se SWE,DF,Parma,it Serie A,28,1990,33.8,26,0.77,22,0,0,3,1,4,0.12,3,0,0,1,0,0,Matches
854,Milan Gajić\Milan-Gajic,rs SRB,DF,Bordeaux,fr Ligue 1,22,1996,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
855,Javi Galán\Javi-Galan,es ESP,DFMF,Huesca,es La Liga,23,1994,16.0,30,1.87,23,2,2,0,3,3,0.19,3,0,0,0,0,0,Matches
856,Sam Gallagher\Sam-Gallagher,eng ENG,FW,Southampton,eng Premier League,22,1995,0.4,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
857,Álex Gallar\Alex-Gallar,es ESP,MFFW,Huesca,es La Liga,26,1992,11.2,52,4.64,33,7,7,4,1,4,0.36,1,0,2,1,0,0,Matches
858,Enric Gallego\Enric-Gallego,es ESP,FW,Huesca,es La Liga,31,1986,17.1,30,1.75,23,0,4,0,3,2,0.12,1,0,1,0,0,0,Matches
